No. 1s,Fecha,INICIO,FINAL,TIEMPO DE PARO,CAUSA (DIGITAR EN MAYUSCULAS),PROCESO,HORAS TOTAL (H),Codigo ubicación tecnica,Tipo Paro,Imputación,AREA,PROCESO2,CLASE,NOMBRE RCA,AREA2,MES,AÑO
0,2022-07-12,07:01:00,08:07:00,01:06:00,DISPONIBILIDAD MINA,TRITURADORA,1.1,IA01-211,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-12,10:59:00,11:13:00,00:14:00, FALLA APILADOR PREHOMO,TRITURADORA,0.23333333333333384,IA01-291-AD01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-12,07:47:00,07:54:00,00:07:00,ATASQUE EN TOLVA AUXILIAR DE CARBON,CARBON,0.11666666666666625,EC01-L61,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-12,09:26:00,15:10:00,05:44:00,PARO PROGRAMADO DE MANTENIMIENTO,CARBON,5.7333333333333325,EC01-L61,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-12,15:31:00,15:35:00,00:04:00,"VIBRACION DE MOLINO POR FALTA DE MATERIAL, REDUCCION EN LAS RPM DOSIFICADORA DE CARBON",CARBON,0.06666666666666643,EC01-L61-BP01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-12,16:11:00,16:18:00,00:07:00,"VIBRACION DE MOLINO POR FALTA DE MATERIAL, REDUCCION EN LAS RPM DOSIFICADORA DE CARBON",CARBON,0.11666666666666625,EC01-L61-BP01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-12,16:45:00,18:29:00,01:44:00,ATASQUE DUCTO ALIMENTACION AL MOLINO CON MATERIAL HUMEDO,CARBON,1.7333333333333352,EC01-L61,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-12,15:42:00,21:26:00,05:44:00,SILO LLENO,CRUDO,5.733333333333334,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-12,20:38:00,21:46:00,01:08:00,CAIDA DE LAMINA DE BLINDAJE DE PARTE SUPERIOR TRITURADORA,TRITURADORA,1.1333333333333346,IA01-211,MECANICO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-12,23:01:00,23:59:00,00:58:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,0.9666666666666686,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-13,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-13,07:01:00,09:15:00,02:14:00,DISPONIBILIDAD MINA,TRITURADORA,2.2333333333333334,IA01-211,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-13,03:00:00,19:35:00,16:35:00,MANTENIMIENTO PROGRAMADO,CRUDO,16.583333333333332,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-13,02:50:00,03:28:00,00:38:00,PARO POR ALTAS VIBRACIONES  SE VERIFICA POSICION PLATINA RODILLO 1,CEMENTO UG,0.6333333333333334,EC01-561,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-13,05:29:00,05:57:00,00:28:00,DESALINEAMIENTO DOSIFICADORA DE YESO 521BP02,CEMENTO UG,0.466666666666667,EC01-521-BP01,MECANICO,MOLINO VERTICAL,MTTO MECANICO,No Especificado,Sin Clase,DESALINEAMIENTO DOSIFICADORA DE YESO 521BP02,CEMENTO,julio,2022
1,2022-07-13,07:43:00,11:37:00,03:54:00,"REPARACION EN DOSIFICADORA DE YESO, CLINKER Y LAMINA POSICION RODILLO 1",CEMENTO UG,3.8999999999999995,EC01-561,MANTENIMIENTO PROGRAMADO,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
0,2022-07-13,11:37:00,12:24:00,00:47:00,LIMPIEZA DE BANDA 561BT01 ,CEMENTO UG,0.7833333333333345,EC01-561,PROGRAMADO DE PRODUCCIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-13,22:43:00,23:59:00,01:16:00,MANTENIMIENTO PROGRAMADO,TRITURADORA,1.2666666666666675,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-13,21:55:00,22:00:00,00:05:00,"VIBRACION DE MOLINO POR FALTA DE MATERIAL, REDUCCION EN LAS RPM DOSIFICADORA DE CARBON",CARBON,0.08333333333333037,EC01-L61-BP01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
0,2022-07-13,19:41:00,21:30:00,01:49:00,PRUEBAS CON CARGA BANDA 361BT03,CRUDO,1.8166666666666682,EC01-361-BT03,MANTENIMIENTO PROGRAMADO,BANDA TRANSPORTADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-14,01:33:00,02:00:00,00:27:00,ALTA TEMPERATURA DE SISTEMA DE LUBRICACION DE RODILLOS,CRUDO,0.44999999999999973,EC01-361-BT03,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
0,2022-07-14,02:00:00,03:23:00,01:23:00,FALLA DE INSTRUMENTOS DE PRESION DIFERENCIAL DEL MOLINO POR LLUVIA ,CRUDO,1.3833333333333333,EC01-361-MR01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
0,2022-07-14,03:23:00,04:24:00,01:01:00," ADVERTENCIA DEL MOTOR DE ARRANQUE DEL ROTOR, VENTILADOR DE TIRO",CRUDO,1.016666666666667,EC01-361-VE03,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
0,2022-07-14,00:00:00,23:59:00,23:59:00,MANTENIMIENTO PROGRAMADO,TRITURADORA,23.983333333333334,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-14,06:39:00,14:00:00,07:21:00,DESALINEAMIENTO BANDA 531BT01 Y REPARACION 561BT01,CEMENTO UG,7.3500000000000005,EC01-561,MECANICO,MOLINO VERTICAL,MTTO MECANICO,MANTENIMIENTO,Sin Clase,DESALINEAMIENTO BANDA 531BT01,CEMENTO,julio,2022
1,2022-07-14,15:07:00,15:28:00,00:21:00,VIBRACION POR PERDIDA DE CAMA DE MOLIENDA ,CEMENTO ART,0.3500000000000014,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-14,23:38:00,23:59:00,00:21:00,TOLVAS LLENAS ,CARBON,0.3500000000000014,EC01-L61,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-14,22:33:00,23:44:00,01:11:00,DESALINEAMIENTO BANDA 531BT01,CEMENTO ART,1.1833333333333345,EC01-531-BT01,MECANICO,MOLINO VERTICAL,MTTO MECANICO,MANTENIMIENTO,Sin Clase,DESALINEAMIENTO BANDA 531BT01,CEMENTO,julio,2022
0,2022-07-15,00:00:00,17:44:00,17:44:00,MANTENIMIENTO PROGRAMADO,TRITURADORA,1.0,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-15,00:00:00,01:48:00,01:48:00,TOLVAS LLENAS ,CARBON,1.7999999999999998,EC01-L61,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-15,08:00:00,08:45:00,00:45:00,CAMBIO DE PILA DE PREHOMO ,CRUDO,0.75,EC01-361,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-15,11:35:00,19:08:00,07:33:00,REPARACION DE JUNTA DE CICLONES,CRUDO,7.549999999999999,EC01-361,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-15,16:00:00,16:48:00,00:48:00,TOLVAS LLENAS ,CARBON,0.8000000000000025,EC01-L61,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-15,19:00:00,20:06:00,01:06:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,1.1000000000000014,EC01-L61,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
0,2022-07-15,19:44:00,23:59:00,04:15:00,SE CAEN CHAPETAS DE ALIMENTADOR DE YESO,CEMENTO UG,4.249999999999998,EC01-521-BP02,MECANICO,DOSIFICADOR ,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-15,22:08:00,23:59:00,01:51:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.8500000000000014,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-16,09:03:00,09:08:00,00:05:00,RETIRO DE RAMA EN DESCARGA DE 331BT01,CRUDO,0.08,EC01-331-BT01,PROGRAMADO DE PRODUCCIÓN,BANDA TRANSPORTADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-16,16:15:00,18:20:00,02:05:00,CAIDA DE LAMINA DE BLINDAJE DE PARTE SUPERIOR TRITURADORA,TRITURADORA,2.08,IA01-211,MECANICO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-16,18:21:00,23:59:00,05:38:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,5.63,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-16,07:36:00,07:44:00,00:08:00,BAJO NIVEL TOLVA ALIMENTACION AL MOLINO,CARBON,0.13,EC01-L61,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-16,10:35:00,10:41:00,00:06:00,FALLA DOSIFICACION POR MATERIAL HUMEDO,CARBON,0.1,EC01-L61,OPERACIÓN,BANDA DOSIFICADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-16,01:18:00,01:39:00,00:21:00,"FALLA SENSOR DE ROTACION CADENAS RECLAMADOR,  PLATINA SUELTA ",CRUDO,0.35,IA01-311-RC01,ELECTRICO,RECLAMADOR,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-16,12:37:00,13:09:00,00:32:00,FALLA DOSIFICACION DE YESO. TOLVA VACIA,CEMENTO UG,0.53,EC01-561,OPERACIÓN,TOLVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
0,2022-07-16,07:00:00,09:40:00,02:40:00,INICIO OPERACIONES ZEMER. VIAS MOJADAS ,TRITURADORA,2.67,IA01-211,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-16,00:00:00,02:24:00,02:24:00,SE CAEN CHAPETAS DE ALIMENTADOR DE YESO,CEMENTO UG,2.4,EC01-521-BP02,MECANICO,DOSIFICADOR ,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-16,04:26:00,05:29:00,01:03:00,"VIBRACION DE MOLINO POR FALTA DE MATERIAL, REDUCCION EN LAS RPM DOSIFICADORA DE CARBON",CARBON,1.05,EC01-L61-BP01,OPERACIÓN,DOSIFICADOR ,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
0,2022-07-16,00:00:00,07:00:00,07:00:00,MANTENIMIENTO PROGRAMADO,TRITURADORA,7.0,IA01-211,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-16,22:17:00,23:59:00,01:42:00,REVISION INTERNA PARA LIMPIEZA DE LANZAS DE AGUA ,CEMENTO UG,1.7,EC01-561,MANTENIMIENTO PROGRAMADO,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-17,09:24:00,09:28:00,00:04:00,PARO PARA RETIRAR VARILLA METÁLICA CHUTE DESCARGA 331BT01,CRUDO,0.07,EC01-331-BT01,PROGRAMADO DE PRODUCCIÓN,BANDA TRANSPORTADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-17,11:09:00,12:00:00,00:51:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,0.85,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
0,2022-07-17,00:00:00,00:28:00,00:28:00,REVISION INTERNA PARA LIMPIEZA DE LANZAS DE AGUA ,CEMENTO UG,0.47,EC01-561,MANTENIMIENTO PROGRAMADO,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
0,2022-07-17,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-17,08:01:00,08:06:00,00:05:00,ALTAS VIBRACIONES,CEMENTO ART,0.08,EC01-561,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-17,20:09:00,23:59:00,03:50:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,3.83,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-18,16:44:00,18:26:00,01:42:00,ATASQUE CHUTA DESCARGA 311BT01,CRUDO,1.6999999999999993,IA01-311-BT01,OPERACIÓN,BANDA TRANSPORTADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-18,12:22:00,13:25:00,01:03:00,ATASQUE EN VALVULA ROTATIVA L61VR02,CARBON,1.049999999999999,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-18,08:25:00,09:12:00,00:47:00,CAMBIO DE PILA DE PREHOMO ,CRUDO,0.7833333333333332,EC01-361,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
0,2022-07-18,07:00:00,08:32:00,01:32:00,INICIO OPERACIONES ZEMER,TRITURADORA,1.5333333333333332,IA01-211,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-18,09:12:00,09:39:00,00:27:00,VIBRACION POR PERDIDA DE CAMA DE MOLIENDA ,CEMENTO ART,0.45000000000000107,EC01-561-MR01,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-18,22:10:00,23:59:00,01:49:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.8166666666666655,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
0,2022-07-18,00:00:00,07:00:00,07:00:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.0,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-18,02:39:00,03:00:00,00:21:00,"FALLA SENSOR DE ROTACION CADENAS RECLAMADOR,  PLATINA SUELTA ",CRUDO,0.35,IA01-311-RC01,ELECTRICO,RECLAMADOR,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-18,04:17:00,04:30:00,00:13:00,ALTAS VIBRACIONES,CEMENTO ART,0.22,EC01-561,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-19,08:57:00,09:29:00,00:32:00,ATASCAMIENTO DE LA ROTARY L61VR02 CON MATERIAL HUMEDO ,CARBON,0.5333333333333341,EC01-L61-VR02,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
0,2022-07-19,00:00:00,07:41:00,07:41:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.683333333333334,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-19,08:37:00,11:05:00,02:28:00,REPARACION CHAPETAS 361BT03,CRUDO,2.4666666666666672,EC01-361-BT03,MANTENIMIENTO PROGRAMADO,BANDA TRANSPORTADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-19,05:35:00,07:10:00,01:35:00,LIMPIEZA LANZAS DE INYECCIÓN DE AGUA,CEMENTO UG,1.5833333333333337,EC01-561-IJ01,PROGRAMADO DE PRODUCCIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-19,10:39:00,10:43:00,00:04:00,BAJAS RPM DOSIFIFCADORA L61BP01 POR MATERIAL HUMEDO,CARBON,0.06666666666666643,EC01-L61-BP01,OPERACIÓN,BANDA DOSIFICADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-19,18:12:00,18:20:00,00:08:00,CAMBIOS SEGUIDOS DE GIRO DE LA ROTARY 361VR01 ,CRUDO,0.13333333333333286,EC01-361-VR01,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-19,08:20:00,08:40:00,00:20:00,FALLA EN APILADOR EN LOS VARIADORES DEL MOTOR DE TRASLACION  POR PARO DE EMERGENCIA,TRITURADORA,0.33333333333333215,IA01-211,OPERACIÓN,VARIADOR,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-19,09:04:00,09:22:00,00:18:00,FALLA EN SEPARADOR MAGNETICO POR METAL ,TRITURADORA,0.30000000000000027,IA01-211,EXTERNO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-19,13:40:00,13:45:00,00:05:00,ALTA POTENCIA EN LA TRITURADORA POR MATERIAL SOBRE TAMAÑO ,TRITURADORA,0.08333333333333304,IA01-211,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-19,22:43:00,23:59:00,01:16:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.2666666666666675,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-19,22:30:00,22:36:00,00:06:00,ALTAS VIBRACIONES,CEMENTO UG,0.10000000000000231,EC01-561,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-20,18:09:00,18:36:00,00:27:00,BAJAS RPM DOSIFIFCADORA L61BP01 POR MATERIAL HUMEDO,CARBON,0.45000000000000107,EC01-L61-BP01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-20,20:42:00,20:50:00,00:08:00,BAJAS RPM DOSIFIFCADORA L61BP01 POR MATERIAL HUMEDO,CARBON,0.13333333333333286,EC01-L61-BP01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-20,13:00:00,14:23:00,01:23:00,REVISIÓN DE PRESIÓN DE ACUMULADORES,CEMENTO UG,1.3833333333333337,EC01-561-MR01,MANTENIMIENTO PROGRAMADO,SISTEMA HIDRAULICO,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-20,08:24:00,15:16:00,06:52:00,SILO LLENO,CRUDO,6.866666666666667,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
0,2022-07-20,00:00:00,07:55:00,07:55:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.916666666666666,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-20,22:34:00,23:59:00,01:25:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.416666666666667,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-20,23:22:00,23:26:00,00:04:00,CAMBIOS SEGUIDOS DE VALVULA DIVERSORA ,CRUDO,0.06666666666666643,EC01-361-CD01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-20,18:12:00,18:20:00,00:08:00,ALTAS VIBRACIONES,CEMENTO UG,0.13333333333333286,EC01-561,OPERACIÓN,MOLINO VERTICAL,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
0,2022-07-21,00:00:00,07:48:00,07:48:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,7.800000000000001,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-21,02:26:00,23:59:00,21:33:00,MANTENIMIENTO PROGRAMADO,CEMENTO UG,21.55,EC01-561,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-21,04:11:00,04:21:00,00:10:00,BAJAS RPM DOSIFIFCADORA L61BP01 POR MATERIAL HUMEDO,CARBON,0.16666666666666607,EC01-L61-BP01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-21,06:04:00,07:14:00,01:10:00,SE ATASCA LONA EN ROTATIVA DE CARBON L61VR02,CARBON,1.1666666666666665,EC01-L61-VR02-M01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-21,10:22:00,11:28:00,01:06:00,ATASQUE EN VALVULA ROTATIVA L61VR02,CARBON,1.1,EC01-L61-BP01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-21,11:47:00,21:09:00,09:22:00,SILO LLENO,CRUDO,9.366666666666667,EC01-361,PROGRAMADO DE PRODUCCIÓN,ALTO INVENTARIO,Sin Area,No Especificado,Sin Clase,Sin RCA,CRUDO,julio,2022
1,2022-07-21,16:39:00,17:28:00,00:49:00,ATASQUE EN VALVULA ROTATIVA L61VR02,CARBON,0.8166666666666664,EC01-L61-BP01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-21,16:33:00,17:12:00,00:39:00,SOBRE CARGA DE BANDA DEL APILADOR 291AD01,TRITURADORA,0.6500000000000004,IA01-291-AD01,OPERACIÓN,BANDA TRANSPORTADORA,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-21,22:44:00,23:59:00,01:15:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,1.2499999999999982,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-21,21:31:00,22:16:00,00:45:00,ATASQUE EN VALVULA ROTATIVA L61VR02,CARBON,0.75,EC01-L61-BP01,OPERACIÓN,VALVULA ROTATIVA,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
1,2022-07-22,00:04:00,00:24:00,00:20:00,BAJA TEMPERATURA DE SISTEMA DE LUBRICACION DE RODILLOS 361EL03T4,CRUDO,0.3333333333333333,EC01-361-EL03,MECANICO,Sin Imputacion,MTTO MECANICO,No Especificado,Sin Clase,BAJA TEMPERATURA DE SISTEMA DE LUBRICACION DE RODILLOS 361EL03T4,CRUDO,julio,2022
0,2022-07-22,00:00:00,03:59:00,03:59:00,MANTENIMIENTO PROGRAMADO,CEMENTO UG,3.9833333333333334,EC01-561,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
0,2022-07-22,00:00:00,09:41:00,09:41:00,PARADA PROGRAMADA DE PRODUCCION,TRITURADORA,9.683333333333334,IA01-211,PROGRAMADO DE PRODUCCIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,TRITURADORA,julio,2022
1,2022-07-22,05:17:00,07:15:00,01:58:00,"SE DETIENE MOLINO PARA REVISAR, RUIDO EXTRAÑO ",CEMENTO UG,1.9666666666666663,EC01-561,MANTENIMIENTO PROGRAMADO,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CEMENTO,julio,2022
1,2022-07-22,21:38:00,21:42:00,00:04:00,BAJAS RPM DOSIFIFCADORA L61BP01 POR MATERIAL HUMEDO,CARBON,0.06666666666666643,EC01-L61-BP01,OPERACIÓN,Sin Imputacion,Sin Area,No Especificado,Sin Clase,Sin RCA,CARBON,julio,2022
